sym,net,reason,month,cap_after,pos_notional
XRPUSDT,-0.7953018534450452,TIME_EXIT,2025-10,1074.3397809154005,244.69894258310333
ATOMUSDT,2.2451225748302233,TIME_EXIT,2025-10,1076.4344959209025,376.0189233203902
RENDERUSDT,10.398357230595945,TAKE_PROFIT,2025-10,682.5752820822612,376.75207357231585
APTUSDT,4.116062877456766,TIME_EXIT,2025-10,692.5305382231402,244.8361025317052
ATOMUSDT,1.0217601148536588,TIME_EXIT,2025-10,852.6614879292478,159.10918959125394
XRPUSDT,-0.05819474341924,TIME_EXIT,2025-10,1091.50464191462,238.9013487287914
ATOMUSDT,2.061653317277507,TIME_EXIT,2025-10,845.0503567449839,382.026624670117
NEARUSDT,1.5531584696620189,TIME_EXIT,2025-10,1094.8673375227681,248.2638223081222
RENDERUSDT,-1.356807261730942,TIME_EXIT,2025-10,1093.357248833784,383.2035681329688
XRPUSDT,1.1146658585989428,TIME_EXIT,2025-10,1094.3188446775464,382.6750370918244
ATOMUSDT,-4.749343785900559,STOP_LOSS,2025-10,1089.416296253391,383.0115956371412
ATOMUSDT,-1.3237650788382465,TIME_EXIT,2025-11,678.9596136811674,381.29570368868684
NEARUSDT,1.1991920321814533,TIME_EXIT,2025-11,927.9476317124789,247.78882599913004
RENDERUSDT,-0.2717612876318952,TIME_EXIT,2025-11,1088.7039168886417,161.02804646379462
RENDERUSDT,-4.7249749992967285,STOP_LOSS,2025-11,1083.8265233409807,381.0463709110246
NEARUSDT,3.7978994806832516,TIME_EXIT,2025-11,840.8566535773427,379.3392831693432
APTUSDT,2.553016036327911,TIME_EXIT,2025-11,1089.9270961741001,246.5174265604294
XRPUSDT,1.8568462438749678,TIME_EXIT,2025-11,1091.6313526245108,381.47448366093505
APTUSDT,-3.581939095563393,STOP_LOSS,2025-11,705.7262946638868,248.2926427857976
XRPUSDT,0.22924258405107886,PROFIT_LOCK,2025-11,1088.0265106665167,382.0709734185788
ATOMUSDT,4.4662453679291785,TIME_EXIT,2025-11,1092.3404323229527,380.80927873328085
XRPUSDT,2.833666444540243,TIME_EXIT,2025-11,1095.0211711069678,382.3191513130334
XRPUSDT,0.527110508020197,TIME_EXIT,2025-11,846.2316927974264,383.2574098874387
NEARUSDT,3.8732453534252556,TIME_EXIT,2025-11,1099.1685985403026,249.06366038945094
RENDERUSDT,-4.770391717664939,STOP_LOSS,2025-11,1094.244323218842,384.7090094891059
XRPUSDT,4.6326532045274655,TIME_EXIT,2025-11,1098.723782218119,382.9855131265947
RENDERUSDT,-1.9006476787970819,TIME_EXIT,2025-11,1096.6693132098112,384.5533237763416
XRPUSDT,0.3003276747068434,TIME_EXIT,2025-11,1096.8161071806687,383.8342596234339
XRPUSDT,-4.7601819051640915,STOP_LOSS,2025-11,1091.9023710204992,383.88563751323403
RENDERUSDT,10.547776904058052,TAKE_PROFIT,2025-11,692.3835790565122,382.1658298571747
APTUSDT,2.314401873430455,TIME_EXIT,2025-11,943.0522671209262,248.35428619098357
ATOMUSDT,0.2865449309169229,TIME_EXIT,2025-11,1104.7343284759158,161.3955164240726
XRPUSDT,10.671733613077388,TAKE_PROFIT,2025-11,863.8779623657326,386.6570149665705
APTUSDT,6.935132805794459,TAKE_PROFIT,2025-11,1122.0860229177026,251.27292774617553
ATOMUSDT,0.2356380648126755,PROFIT_LOCK,2025-11,1122.1645689393067,392.7301080211959
XRPUSDT,0.23565455947720734,PROFIT_LOCK,2025-11,1122.2431204591323,392.7575991287573
XRPUSDT,-1.5703626676588662,TIME_EXIT,2025-11,1120.5156437546093,392.7850921606963
RENDERUSDT,-4.863037893895034,STOP_LOSS,2025-11,1115.4957336705888,392.1804753141132
NEARUSDT,2.909714041275392,TIME_EXIT,2025-11,1118.2492783091502,390.4235067847061
RENDERUSDT,-0.9795703566045337,TIME_EXIT,2025-11,1117.1131530535824,391.38724740820254
NEARUSDT,2.185907074343688,TIME_EXIT,2025-11,1119.1426642864985,390.9896035687538
RENDERUSDT,5.074881712035823,TIME_EXIT,2025-11,869.408927843652,391.6999325002745
NEARUSDT,3.131584876426769,TIME_EXIT,2025-11,1127.0906308547071,254.55011813462835
ATOMUSDT,-0.8995351727206587,MONTH_END,2025-11,1126.0333029936667,394.48172079914747
XRPUSDT,10.877481706918807,TAKE_PROFIT,2025-12,1136.7531400381663,394.1116560477833
XRPUSDT,-4.9335086277656295,STOP_LOSS,2025-12,1131.6604859707954,397.86359901335817
ATOMUSDT,2.088947460330027,TIME_EXIT,2025-12,1133.5910009630895,396.08117008977837
APTUSDT,-3.053985386888467,TIME_EXIT,2025-12,1130.3783128360662,396.7568503370813
ATOMUSDT,0.40983276565624327,TIME_EXIT,2025-12,1130.6298926379254,395.63240949262314
RENDERUSDT,-1.0563742807695649,TIME_EXIT,2025-12,872.1494653019136,395.7204624232739
ATOMUSDT,0.9429053301124978,TIME_EXIT,2025-12,1130.2552703424149,257.1628997103888
RENDERUSDT,1.4705311035739945,TIME_EXIT,2025-12,707.2557087387377,395.5893446198452
NEARUSDT,0.5679131379263097,TIME_EXIT,2025-12,964.9013133713165,257.0776914946526
ATOMUSDT,0.09819566975461855,TIME_EXIT,2025-12,1132.064017635786,167.06450859471497
NEARUSDT,0.5826879491431073,TIME_EXIT,2025-12,1132.4882166224602,396.2224061725251
NEARUSDT,3.2910156781070223,TIME_EXIT,2025-12,877.9320723603014,396.370875817861
APTUSDT,1.9625307236356058,TIME_EXIT,2025-12,1137.4801804429321,257.5855773589952
XRPUSDT,-2.2867229093454773,TIME_EXIT,2025-12,1135.0342103083246,398.1180631550262
RENDERUSDT,-4.926048472738154,STOP_LOSS,2025-12,1129.9492570461434,397.2619736079136
NEARUSDT,-1.2835078690838624,TIME_EXIT,2025-12,1128.507556281073,395.4822399661502
RENDERUSDT,-0.5796911285631888,TIME_EXIT,2025-12,1127.7698740946303,394.9776446983755
XRPUSDT,-4.894521253570679,STOP_LOSS,2025-12,1122.7174650586862,394.71945593312057
ATOMUSDT,0.6418389031583875,TIME_EXIT,2025-12,701.7200522084463,392.95111277054013
APTUSDT,0.28630208994865064,TIME_EXIT,2025-12,957.3695644434582,255.36321014506325
NEARUSDT,-0.5641747426461854,TIME_EXIT,2025-12,1122.7557254456829,165.9503357448708
ATOMUSDT,0.6627925380362846,TIME_EXIT,2025-12,1123.2613321821568,392.964503905989
NEARUSDT,7.051438806146116,TAKE_PROFIT,2025-12,736.911853372736,255.48691326616373
ATOMUSDT,10.850704468879613,TAKE_PROFIT,2025-12,882.8817077654408,393.14146626375486
APTUSDT,3.1466136139015655,PROFIT_LOCK,2025-12,1143.9474700597998,257.91914868045757
ATOMUSDT,1.3074704799372066,TIME_EXIT,2025-12,715.642709206011,400.38161452092993
APTUSDT,-0.37890621964104565,TIME_EXIT,2025-12,975.4557989989414,260.1919960125715
NEARUSDT,0.31697225591470335,TIME_EXIT,2025-12,1144.861141783586,169.08837052872974
ATOMUSDT,-4.96869735534076,STOP_LOSS,2025-12,1139.7321638683957,400.70139962425503
ATOMUSDT,-4.946437591188845,STOP_LOSS,2025-12,1134.6261637742653,398.9062573539385
NEARUSDT,-4.924277550780312,STOP_LOSS,2025-12,703.590293946257,397.1191573209928
RENDERUSDT,-2.079611143206293,STOP_LOSS,2025-12,869.2212588680733,167.71057606502254
APTUSDT,-1.5192543872483222,TIME_EXIT,2025-12,1125.7738600574453,258.0718555766204
XRPUSDT,-3.2118386218265664,TIME_EXIT,2025-12,1122.4044130952107,394.02085102010585
RENDERUSDT,-2.485482790698189,TIME_EXIT,2025-12,1119.761793686679,392.8415445833237
XRPUSDT,-1.3550287603139406,TIME_EXIT,2025-12,1118.249998275249,391.91662779033766
ATOMUSDT,-3.1539037964355336,STOP_LOSS,2025-12,558.0941916118609,254.34708035770365
XRPUSDT,-2.6451155066966145,TIME_EXIT,2025-12,946.8365755015013,391.38749939633715
RENDERUSDT,-0.8022264420962892,TIME_EXIT,2025-12,1111.3243427006623,165.2899936412573
NEARUSDT,0.1800895629362823,TIME_EXIT,2025-12,1111.3488468556206,388.9635199452318
RENDERUSDT,-3.1344398414203436,STOP_LOSS,2025-12,718.9856108135469,252.77740656615777
APTUSDT,-0.9912921142723277,TIME_EXIT,2025-12,1106.966415098742,388.9720963994672
