sym,month,net,pnl_pct,reason,entry_px,exit_px,notional,held_bars,cap_after
DOTUSDT,2024-05,35.7579519927516,6.499999999999995,TAKE_PROFIT,6.895378853416442,7.343578478888511,556.9774453699628,151,1744.116082077237
GALAUSDT,2024-05,-13.242026941563228,-2.200000000000002,STOP_LOSS,0.04336867061331868,0.042414559859825667,580.7906553317199,1,1730.8740551356736
RENDERUSDT,2024-05,-3.654101478119967,-0.5539732044346768,STALL_EXIT,10.504100255012512,10.445910354232788,576.3810603601794,104,1727.2199536575538
CKBUSDT,2024-05,-13.11374477614963,-2.200000000000002,STOP_LOSS,0.015320063848793506,0.014983022444120048,575.1642445679654,10,1714.1062088814042
JASMYUSDT,2024-05,36.64030985775112,6.499999999999995,TAKE_PROFIT,0.022870572689920664,0.024357159914765506,570.721337348149,41,1179.7208322346246
TRXUSDT,2024-05,-4.158457109991329,-0.6485347386561591,STALL_EXIT,0.11336266582757235,0.11262746955901384,570.7973675575076,427,1746.5880616291638
JASMYUSDT,2024-05,-13.260795199113247,-2.200000000000002,STOP_LOSS,0.026860370363295076,0.026269442215302585,581.6138245225115,6,1733.3272664300507
ENSUSDT,2024-05,7.849200805952736,1.4398801592728994,TRAILING_LOCK,25.56511146583557,25.93321843352814,577.1979797212069,90,1741.1764672360036
TIAUSDT,2024-05,-13.219708209842654,-2.200000000000002,STOP_LOSS,11.282255732917786,11.034046106793594,579.8117635895892,16,1727.9567590261609
JASMYUSDT,2024-05,-13.119338897230234,-2.200000000000002,STOP_LOSS,0.024722943222150205,0.0241790384712629,575.4096007557116,1,1139.2743307495607
CKBUSDT,2024-05,4.142397284617651,0.8000000000000007,TRAILING_LOCK,0.01609821838773787,0.016227004134839774,575.3329561968909,45,1718.979817413548
BONKUSDT,2024-05,-13.051182365730599,-2.199999999999991,STOP_LOSS,3.5407080342702104e-05,3.462812457516266e-05,572.4202791987116,2,1705.9286350478174
JASMYUSDT,2024-05,2.3859117889778294,0.49999999999998934,TRAILING_LOCK,0.02468193447701633,0.024805344149401408,568.0742354709232,9,1708.3145468367952
TIAUSDT,2024-05,-12.966752332282098,-2.200000000000002,STOP_LOSS,11.182236305236817,10.936227106521606,568.7172075562313,11,557.2310149419706
FETUSDT,2024-05,36.51650872407208,6.499999999999995,TAKE_PROFIT,2.142428359937668,2.2816862033336163,568.7929707799392,74,1162.768011634294
CKBUSDT,2024-05,36.52137337100503,6.499999999999995,TAKE_PROFIT,0.015548109322227537,0.016558736428172325,568.8687440966528,100,1768.3856765995906
JASMYUSDT,2024-05,-13.426291411014763,-2.200000000000002,STOP_LOSS,0.03001000109128654,0.029349781067278233,588.8724303076638,4,1754.9593851885759
ORDIUSDT,2024-05,37.51857471219243,6.499999999999995,TAKE_PROFIT,47.06941337356567,50.12892524284744,584.4014752677958,32,1792.4779599007684
ORDIUSDT,2024-05,-13.607396916023557,-2.200000000000002,STOP_LOSS,49.179832168579104,48.09787586087036,596.8156542115577,35,1181.73664427353
JASMYUSDT,2024-05,-3.922600626029674,-0.5771674365357748,STALL_EXIT,0.03015203010700643,0.02997800240777433,596.8951606469559,104,1774.947962358715
JASMYUSDT,2024-06,14.434447752369522,2.522463971603739,TRAILING_LOCK,0.034789954863488674,0.03566751894065738,590.9789425836129,59,1198.0883155770462
CKBUSDT,2024-06,-11.018283022362658,-1.784163778645187,STALL_EXIT,0.015305060035921633,0.015031992698460818,591.0576714654521,347,1182.3401991580959
BONKUSDT,2024-06,-13.583911992021424,-2.199999999999991,STOP_LOSS,3.178635642689187e-05,3.108705658550025e-05,595.7856136851519,8,1764.7802150967004
JASMYUSDT,2024-06,-13.397132569315213,-2.200000000000013,STOP_LOSS,0.034884976217150684,0.034117506740373366,587.5935337418925,20,1163.476202175533
JASMYUSDT,2024-06,-13.221234569306553,-2.200000000000002,STOP_LOSS,0.04016202968135476,0.039278465028364955,579.8787091801121,23,566.8894260944776
OPUSDT,2024-06,37.72853030646629,6.499999999999995,TAKE_PROFIT,2.3504699046134947,2.5032504484133717,587.6718116272012,623,1192.524836752796
JASMYUSDT,2024-06,4.257315523737068,0.8000000000000007,TRAILING_LOCK,0.038940788058936596,0.03925231436340809,591.2938227412525,45,1196.782152276533
TIAUSDT,2024-06,-5.111432394601851,-0.7965476538618455,STALL_EXIT,10.572113694763184,10.48790177116394,583.1322885963104,191,1775.0362613936802
TIAUSDT,2024-06,4.255826940317519,0.8000000000000007,TRAILING_LOCK,10.5021,10.586116800000001,591.0870750440955,147,596.8813509689135
ROSEUSDT,2024-06,4.264897185206375,0.8000000000000007,TRAILING_LOCK,0.11636326445639134,0.11729417057204247,592.3468312786589,77,601.1462481541198
ORDIUSDT,2024-06,37.942735572173866,6.499999999999995,TAKE_PROFIT,56.15122738952637,59.80105716984558,591.0083422456996,477,1230.3337293088916
GALAUSDT,2024-06,4.366661006145954,0.8000000000000007,TRAILING_LOCK,0.04449889637008309,0.044854887541043754,606.4806952980537,50,628.0579182807699
ROSEUSDT,2024-06,7.555342178219664,1.3259339171794782,TRAILING_LOCK,0.11469293497055769,0.11621368749594091,606.3999120694399,64,1242.2557324932573
TRXUSDT,2024-06,4.254693263528499,0.8000000000000007,TRAILING_LOCK,0.1140928122639656,0.11500555476207733,590.9296199345125,669,1837.676417539272
CKBUSDT,2024-06,-6.25378577070757,-0.9419501796034235,STALL_EXIT,0.015962192014977335,0.015811836118623614,611.9462470405776,95,1831.4226317685643
RENDERUSDT,2024-06,-13.904893189439681,-2.200000000000002,STOP_LOSS,9.010801624488831,8.812563988750076,609.863736378932,4,1817.5177385791244
BONKUSDT,2024-06,-13.79748360874061,-2.200000000000002,STOP_LOSS,2.6295257368474268e-05,2.5716761706367833e-05,605.1527898570432,31,1198.2447546607566
SEIUSDT,2024-06,-5.734640009061983,-0.8675088359697214,STALL_EXIT,0.4711942225277424,0.4671065710127354,605.2334069468485,60,1797.985614961322
ORDIUSDT,2024-06,38.43841526801212,6.499999999999995,TAKE_PROFIT,48.97979522094727,52.16348191030884,598.7292097821203,113,1836.4240302293342
ROSEUSDT,2024-06,-5.368917220691413,-0.7979494425695011,STALL_EXIT,0.12135426646023989,0.1203859207674861,611.5292020663684,72,607.7519394759886
NEARUSDT,2024-06,-13.939151675039845,-2.200000000000002,STOP_LOSS,5.792158089351654,5.6647306113859175,611.3663015368357,5,1205.4236358583992
JASMYUSDT,2024-06,-13.794414282481405,-2.200000000000002,STOP_LOSS,0.03454090666025877,0.033781006713733075,605.0181702842725,8,1191.6292215759177
ENSUSDT,2024-06,4.323057338363084,0.8000000000000007,TRAILING_LOCK,22.874574839401244,23.057571438116454,600.424630328206,39,1195.9522789142807
ORDIUSDT,2024-06,4.3334223006375385,0.8000000000000007,TRAILING_LOCK,43.23864554214477,43.58455470648193,601.8642084218809,56,1200.2857012149182
CKBUSDT,2024-06,-13.755405027494271,-2.200000000000002,STOP_LOSS,0.012092418324016035,0.011826385120887682,603.3072380479933,5,589.7931559157182
ORDIUSDT,2024-06,4.294789494158594,0.8000000000000007,TRAILING_LOCK,41.838367831420896,42.17307477407226,596.4985408553634,16,1190.8250856815826
BONKUSDT,2024-06,-13.683576250118948,-2.200000000000002,STOP_LOSS,2.2474493748813982e-05,2.1980054886340074e-05,600.1568530753924,4,586.7133395665036
FILUSDT,2024-06,2.4788067907164764,0.49999999999998934,TRAILING_LOCK,4.891977993965149,4.916437883934974,590.1920930277489,4,1179.62031622218
ENSUSDT,2024-06,38.290527683075425,6.499999999999995,TAKE_PROFIT,22.324463694763182,23.77555383492279,596.4256648454115,14,634.954762794425
LINKUSDT,2024-06,-3.768246605567529,-0.5666617342813263,STALL_EXIT,14.047809076309203,13.96820551776886,582.7229919140648,108,604.8001659215907
ROSEUSDT,2024-06,-13.887452454438856,-2.200000000000002,STOP_LOSS,0.09896978861689568,0.09679245326732397,609.0987918613527,8,1200.255144845249
TRXUSDT,2024-06,4.402423773911909,0.8000000000000007,TRAILING_LOCK,0.11595318445712327,0.11688080993278026,611.4477463766531,1046,1816.3498940943648
ORDIUSDT,2024-06,-13.790454935922032,-2.199999999999991,STOP_LOSS,38.0076,37.1714328,604.8445147334235,6,1802.5594391584427
ENSUSDT,2024-06,38.531064204522124,6.499999999999995,TAKE_PROFIT,25.96519108428955,27.65292850476837,600.1723396343019,207,1240.5981092059073
FETUSDT,2024-06,-9.893082785874222,-1.5338713539931104,STALL_EXIT,1.5393078343391418,1.5156968324184419,613.0031840144078,360,617.5383258169401
ORDIUSDT,2024-06,39.349562353777,6.499999999999995,TAKE_PROFIT,40.49809967880249,43.13047615792465,612.921531990297,254,1270.0545887738103
ORDIUSDT,2024-06,6.783008845698399,1.1690937807542268,TRAILING_LOCK,41.438286305236815,41.92273873328247,622.8121917105194,77,1276.8375976195089
XRPUSDT,2024-06,-9.405294722186675,-1.4868902606640866,STALL_EXIT,0.48369671060442926,0.47650467132329943,600.2522932397615,1507,1867.9246970543795
FETUSDT,2024-06,39.93361492844674,6.499999999999995,TAKE_PROFIT,1.6843368152618408,1.7938187082538604,622.0189241191084,84,1907.8583119828263
ENSUSDT,2024-06,4.775202326575238,0.8316253610965996,TRAILING_LOCK,27.295458915710448,27.5224548744812,635.3168178902812,33,1912.6335143094016
ENSUSDT,2024-06,4.5857301139082685,0.8000000000000007,TRAILING_LOCK,26.435286305236815,26.64676859567871,636.9069602650308,68,1917.2192444233099
ETHUSDT,2024-06,6.90363449276132,1.1613387761311156,MONTH_END,3398.689611767578,3438.159912109375,638.4340083929623,105,1285.5185703454335
XRPUSDT,2024-06,3.544533027210469,0.6352657244605986,MONTH_END,0.47309458998441695,0.47609999775886536,638.3489689830443,105,1927.6674119432814
FETUSDT,2024-07,-14.635622058438155,-2.200000000000002,STOP_LOSS,1.3102619427680968,1.2814361800271987,641.9132481771128,18,1913.0317898848434
BONKUSDT,2024-07,4.586685019427875,0.8000000000000007,TRAILING_LOCK,2.53650711991213e-05,2.556799176871427e-05,637.0395860316529,73,1917.6184749042714
RENDERUSDT,2024-07,-7.3264655192210535,-1.0673292651040556,STALL_EXIT,5.839167420673371,5.776844277954102,638.5669521431224,139,1910.2920093850503
RENDERUSDT,2024-08,-14.503701052055074,-2.200000000000002,STOP_LOSS,5.442088184738159,5.322362244673919,636.1272391252218,6,1259.4913843532343
CKBUSDT,2024-08,-14.501769159074916,-2.200000000000002,STOP_LOSS,0.010444088282436132,0.010214318340222538,636.0425069769703,6,1881.2865391739206
ORDIUSDT,2024-08,-14.283479920024067,-2.200000000000002,STOP_LOSS,30.146027389526367,29.482814786956787,626.4684175449156,2,1867.0030592538965
TIAUSDT,2024-08,-14.17125804951132,-2.200000000000002,STOP_LOSS,4.672934331321716,4.570129776032639,621.5464056803213,51,608.9932392920163
XRPUSDT,2024-08,39.913911602565314,6.499999999999995,TAKE_PROFIT,0.5883176131010055,0.6265582579525708,621.7120187315476,203,1270.8678544336217
XLMUSDT,2024-08,-6.366435468175074,-0.9441532089632387,STALL_EXIT,0.09951990047693253,0.09858028014302254,621.6292066906525,476,1886.3792773387754
ORDIUSDT,2024-08,-3.880835829693182,-0.5378058564750265,STALL_EXIT,30.126024839401243,29.96400531349182,628.1642993538122,285,1882.498441509082
ORDIUSDT,2024-08,40.245181181646025,6.499999999999995,TAKE_PROFIT,26.56531146583557,28.29205671111488,626.8719810225243,294,668.7487501771334
GALAUSDT,2024-08,40.239820523512606,6.499999999999995,TAKE_PROFIT,0.015543108051270247,0.01655341007460281,626.7884816746522,400,1336.027767767968
NEARUSDT,2024-08,-7.20529260293861,-1.0697104184995143,STALL_EXIT,3.8837764969825743,3.8422313351631163,626.7049934488931,833,1955.7781506113022
OPUSDT,2024-08,41.81179877065873,6.499999999999995,TAKE_PROFIT,1.3282655494451523,1.414602810159087,651.2741241535637,610,1997.5899493819607
CKBUSDT,2024-08,42.705676491857126,6.499999999999995,TAKE_PROFIT,0.009463892270810901,0.010079045268413609,665.1974531441929,36,2040.2956258738177
FETUSDT,2024-08,-6.261487517824868,-0.8415951639969221,STALL_EXIT,1.2472493790149688,1.2367525885581971,679.4184434159813,88,1354.4344622987228
JASMYUSDT,2024-08,-15.488677143248474,-2.200000000000002,STOP_LOSS,0.02346469275355339,0.022948469512975214,679.3279448793184,9,2018.5454612127444
CKBUSDT,2024-08,-3.3108657165075526,-0.41255961187212087,STALL_EXIT,0.00992898531910032,0.009888022335805,672.1756385838439,102,2015.234595496237
SEIUSDT,2024-08,15.620716420283166,2.407721964678644,TRAILING_LOCK,0.3445689052462578,0.35286516646132465,671.073120300247,58,2030.8553119165201
FETUSDT,2024-08,43.41684337133844,6.499999999999995,TAKE_PROFIT,1.1632325875997542,1.2388427057937381,676.2748188682012,112,2074.2721552878584
ORDIUSDT,2024-09,-15.748703911807583,-2.200000000000002,STOP_LOSS,31.09621815261841,30.4121013532608,690.7326277108568,23,2058.5234513760506
CKBUSDT,2024-09,44.00834945758805,6.499999999999995,TAKE_PROFIT,0.00878775751143694,0.009358961749680341,685.4883093082249,7,2102.531800833639
CKBUSDT,2024-09,44.949186357301976,6.499999999999995,TAKE_PROFIT,0.01280255967658013,0.013634726055557838,700.1430896776018,59,2147.480987190941
CKBUSDT,2024-09,45.910137032760225,6.499999999999995,TAKE_PROFIT,0.01370774128139019,0.014598744464680551,715.1111687345834,159,2193.3911242237014
CKBUSDT,2024-09,3.0672682117859043,0.49999999999998934,TRAILING_LOCK,0.016391278520599007,0.016473234913202,730.301955187143,11,1465.766988371248
CKBUSDT,2024-09,-16.674172505437976,-2.199999999999991,STOP_LOSS,0.018576713764294983,0.018168026061480495,731.3233555016677,7,1449.0928158658103
CKBUSDT,2024-09,-16.5475755181078,-2.200000000000013,STOP_LOSS,0.017302459973841906,0.016921805854417382,725.7708560573568,2,1432.5452403477025
TRXUSDT,2024-09,41.8759710479936,5.813298791172006,MONTH_END,0.14742948665320874,0.15600000321865082,730.3992443664926,1085,2205.112615459935
APTUSDT,2024-10,47.14222056087179,6.499999999999995,TAKE_PROFIT,8.611721656608582,9.17148356428814,734.3025009481585,81,2252.254836020807
LTCUSDT,2024-10,-8.023850826198254,-0.9898455495068514,STALL_EXIT,66.31326305236816,65.65686416931152,750.0008603949287,61,2244.230985194609
TIAUSDT,2024-10,47.978516540081465,6.499999999999995,TAKE_PROFIT,6.000199872493744,6.390212864205838,747.3289180698048,102,2292.20950173469
GALAUSDT,2024-10,24.674224575475673,3.3125479167959604,TRAILING_LOCK,0.022724543775245548,0.023477305176673832,763.3057640776518,45,1553.374352923589
APTUSDT,2024-10,48.99770269034207,6.499999999999995,TAKE_PROFIT,10.032005732917785,10.68408610555744,763.2040917498767,58,2365.8814290005075
JASMYUSDT,2024-10,6.01189241025095,0.8430868876358577,TRAILING_LOCK,0.018903779558837413,0.019063154845565557,787.838515857169,38,2371.8933214107583
RENDERUSDT,2024-10,50.70775856111203,6.499999999999995,TAKE_PROFIT,5.117023375511169,5.449629894919395,789.8404760297825,299,2422.6010799718706
PYTHUSDT,2024-10,-9.227318855623441,-1.063950520019763,STALL_EXIT,0.36127224481701853,0.35742848688960077,806.6187037061701,153,1606.3249110217619
TIAUSDT,2024-10,5.785531246996201,0.8000000000000007,TRAILING_LOCK,5.0790156686782835,5.11964779402771,803.5460065272474,96,1612.110442268758
TRXUSDT,2024-10,51.79181944828662,6.499999999999995,TAKE_PROFIT,0.15703140524625778,0.16723844658726453,806.726159630633,2973,2470.9511118115297
TIAUSDT,2024-10,28.769275072553302,3.576395336359317,TRAILING_LOCK,4.836967165660858,5.009956233794784,822.8267202332395,27,2499.720386884083
ETHUSDT,2024-11,-9.021192202767873,-1.0037479030743923,STALL_EXIT,2510.502,2485.3028888183594,832.4068888323997,70,2490.699194681315
SEIUSDT,2024-11,-18.910384565698436,-2.200000000000002,STOP_LOSS,0.3407681405246258,0.333271241433084,829.402831828878,11,2471.788810115617
FLUXUSDT,2024-11,52.84338425593769,6.499999999999995,TAKE_PROFIT,0.4729945831954479,0.503739231103152,823.1056737685004,220,2524.6321943715543
DOGEUSDT,2024-11,3.530950587047995,0.49999999999998934,TRAILING_LOCK,0.1994498884052038,0.2004471378472298,840.7025207257276,3,2528.1631449586025
DOGEUSDT,2024-11,54.04138933880898,6.499999999999995,TAKE_PROFIT,0.19383876233696937,0.20643828188887237,841.7661890780223,71,897.9987282473227
TIAUSDT,2024-11,54.04858861081198,6.499999999999995,TAKE_PROFIT,5.107021146583557,5.438977521111489,841.8783272712146,91,1794.2623954602577
BONKUSDT,2024-11,-8.789078392131257,-0.9642625716482667,STALL_EXIT,2.1634325537161203e-05,2.1425713833377813e-05,841.6540658216371,134,2627.464044516092
ENSUSDT,2024-11,-19.94875801158405,-2.200000000000013,STOP_LOSS,19.683936305236816,19.250889706521605,874.9455268238587,21,1732.3363708311904
GALAUSDT,2024-11,-19.946100837016864,-2.200000000000002,STOP_LOSS,0.025945187148079276,0.02537439303082153,874.8289840796859,5,2587.569185667491
DOGEUSDT,2024-11,-19.645860285261858,-2.200000000000002,STOP_LOSS,0.28332665541172025,0.2770934689926624,861.6605388272746,2,1706.0329414324692
ANKRUSDT,2024-11,-19.643243456671858,-2.200000000000002,STOP_LOSS,0.02875575052164495,0.02812312401016876,861.5457656435028,5,2548.2800819255576
RENDERUSDT,2024-11,54.478660559453644,6.499999999999995,TAKE_PROFIT,6.026205095386505,6.417908426586627,848.5772672812108,57,2602.758742485011
NEARUSDT,2024-11,55.64333805208995,6.499999999999995,TAKE_PROFIT,5.295058948802948,5.639237780475139,866.7186612475087,78,1791.452224929542
BONKUSDT,2024-11,55.63592635946147,6.499999999999995,TAKE_PROFIT,2.5295058849224004e-05,2.6939237674423563e-05,866.6032143218306,25,2714.038006896563
APTUSDT,2024-11,-20.606062163561518,-2.200000000000002,STOP_LOSS,12.55251019077301,12.276354966576003,903.7746562965555,1,2693.4319447330013
CFXUSDT,2024-11,-20.44688880877954,-2.199999999999991,STOP_LOSS,0.1677335326552391,0.16404339493682385,896.7933688061216,2,878.6808676973253
ANKRUSDT,2024-11,-20.449612697190837,-2.200000000000002,STOP_LOSS,0.030796157291159032,0.030118641830753533,896.9128375960895,3,1755.5028577312623
HBARUSDT,2024-11,-20.444165283190227,-2.200000000000002,STOP_LOSS,0.05723144477382302,0.055972352988798914,896.6739159293967,3,2632.0912779438404
FETUSDT,2024-11,3.6812428613321493,0.49999999999998934,TRAILING_LOCK,1.3102619427680968,1.3168132524819371,876.4863955552989,8,2635.7725208051725
APTUSDT,2024-11,3.6863914475980426,0.49999999999998934,TRAILING_LOCK,11.882376114463806,11.941787995036124,877.7122494281225,2,2639.4589122527705
DOGEUSDT,2024-11,3.6915472346766554,0.49999999999998934,TRAILING_LOCK,0.3956291225910187,0.39760726820397374,878.9398177801726,4,2643.150459487447
DOGEUSDT,2024-11,-20.06785554861248,-2.200000000000002,STOP_LOSS,0.39228844871520996,0.38365810284347535,880.1691030093199,2,2623.0826039388344
JASMYUSDT,2024-11,56.077833756566754,6.499999999999995,TAKE_PROFIT,0.021454289883747698,0.022848818726191298,873.4865071116319,18,931.8378035889668
POLUSDT,2024-11,56.0628956166003,6.499999999999995,TAKE_PROFIT,0.36647328343391417,0.39029404685711855,873.2538258037445,25,1861.5038265396329
ANKRUSDT,2024-11,6.288265142703959,0.8000000000000007,TRAILING_LOCK,0.0292358464512974,0.02946973322290778,873.3701587088846,43,2741.5115984547047
ORDIUSDT,2024-11,-20.814652660107456,-2.199999999999991,STOP_LOSS,41.858368473815915,40.93748436739197,912.9233622854167,1,2720.696945794597
XLMUSDT,2024-11,58.16469172536431,6.499999999999995,TAKE_PROFIT,0.1483296669870615,0.15797109534122047,905.9920829496009,37,2778.8616375199613
HBARUSDT,2024-11,-21.09822909670661,-2.200000000000002,STOP_LOSS,0.0829765941247344,0.08115110905399024,925.3609252941471,2,2757.7634084232545
XLMUSDT,2024-11,58.95712080331732,6.499999999999995,TAKE_PROFIT,0.154230842551589,0.16425584731744228,918.3352150049438,16,2816.7205292265717
HBARUSDT,2024-11,-21.38282037499619,-2.200000000000002,STOP_LOSS,0.08806761036962271,0.08613012294149101,937.8429989033423,7,1856.9945854446341
RENDERUSDT,2024-11,3.909034582817451,0.49999999999998934,TRAILING_LOCK,6.914382706832885,6.948954620367049,930.7225197184687,2,935.0038433091734
XRPUSDT,2024-11,33.75867222290838,3.679128596922765,TRAILING_LOCK,1.106321183180809,1.1470241622050286,937.9679362324484,34,974.8319308634415
FETUSDT,2024-11,-21.10207407954502,-2.200000000000013,STOP_LOSS,1.2962592038154601,1.2677415013315199,925.5295648923212,6,936.108982475102
ROSEUSDT,2024-11,-21.24734160748023,-2.199999999999991,STOP_LOSS,0.08253650463670492,0.08072070153469742,931.9009476965031,4,1847.1353489432036
JASMYUSDT,2024-11,-21.50366937566702,-2.200000000000002,STOP_LOSS,0.022154430557414888,0.02166703308515176,943.1433936696046,3,2769.152330594609
ATOMUSDT,2024-11,-21.024512154806594,-2.200000000000013,STOP_LOSS,5.97219439458847,5.8408061179075235,922.1277260880048,34,2748.1278184398025
HBARUSDT,2024-11,58.751125379297086,6.499999999999995,TAKE_PROFIT,0.08787757511436939,0.09358961749680339,915.1265635404543,12,2806.8789438190997
HBARUSDT,2024-11,-21.310947693052196,-2.200000000000002,STOP_LOSS,0.11245248481482267,0.10997853014889657,934.6906882917602,11,2785.5679961260475
RENDERUSDT,2024-11,9.016372399017271,1.0522759583488916,TRAILING_LOCK,7.569513439750671,7.649165609841155,927.3470480879539,106,938.7776127529738
POLUSDT,2024-11,-10.42757807041359,-1.0441530740965321,STALL_EXIT,0.4380875935614109,0.4335132884860039,927.5941427099739,154,925.5935751527527
BONKUSDT,2024-11,59.72843790621617,6.499999999999995,TAKE_PROFIT,4.8249647159536834e-05,5.1385874224906723e-05,930.3495000968267,71,1916.0436529558342
UNIUSDT,2024-11,59.54361169632452,6.499999999999995,TAKE_PROFIT,8.878775255012512,9.455895646588324,927.470587170165,182,2903.428840057192
XRPUSDT,2024-11,-11.566502383548304,-1.116317984888271,STALL_EXIT,1.0775154124975204,1.0654869141578676,966.841803739045,74,2891.8623376736437
ROSEUSDT,2024-11,-13.479246485288332,-1.31972837386517,STALL_EXIT,0.07812562398165464,0.07709457795470953,962.9901584453233,64,2878.383091188355
BONKUSDT,2024-11,11.763776309500512,1.3073090295809386,TRAILING_LOCK,4.9459888186538594e-05,5.010648177082185e-05,958.5015693657223,26,2890.146867497856
ORDIUSDT,2024-11,-21.943151076790798,-2.200000000000013,STOP_LOSS,34.886977068328854,34.119463572825616,962.4189068767861,2,2868.203716421065
ENSUSDT,2024-11,61.310012390306994,6.499999999999995,TAKE_PROFIT,16.893377389526368,17.99144691984558,954.9846166714507,26,1018.7804908225316
TIAUSDT,2024-11,61.31817997187932,6.499999999999995,TAKE_PROFIT,4.872974617481232,5.189717967617511,955.1118375682147,121,2035.5925530976529
RENDERUSDT,2024-11,61.3018458966567,6.499999999999995,TAKE_PROFIT,7.087417165660858,7.548099281428813,954.8574127205101,119,3052.1337546799077
RENDERUSDT,2024-11,-13.850514129343589,-1.282755988651496,STALL_EXIT,7.240447643566132,7.147570367813111,1016.3605403084093,151,1005.1553535887491
ALGOUSDT,2024-11,-23.16993367272522,-2.200000000000002,STOP_LOSS,0.23754749701917172,0.23232145208474994,1016.2251610844402,4,993.4617174761487
HBARUSDT,2024-11,-23.166847437560026,-2.200000000000002,STOP_LOSS,0.13368673554360866,0.13074562736164927,1016.0897998929838,4,1986.7911058515297
RENDERUSDT,2024-11,-22.908378710339317,-2.200000000000002,STOP_LOSS,7.152430222892761,6.99507675798912,1004.753452207866,1,2969.0380807299393
HBARUSDT,2024-11,-22.536119902055212,-2.199999999999991,STOP_LOSS,0.15089016867578028,0.14757058496491313,988.4263114936522,1,968.4633934599178
ADAUSDT,2024-11,18.401549529118924,1.9412057842743025,TRAILING_LOCK,1.0692138057231904,1.0899694459661484,988.6896808830699,19,1975.9500997444597
XRPUSDT,2024-11,10.962348836571957,1.1889231968282399,TRAILING_LOCK,1.5401080078840255,1.558418709245968,988.5579874175761,19,2975.8658591935746
VETUSDT,2024-11,63.61984585735566,6.499999999999995,TAKE_PROFIT,0.0423584716334939,0.045111772289671,990.9633311114604,30,3039.48570505093
SEIUSDT,2024-11,-23.073917411791946,-2.200000000000002,STOP_LOSS,0.526805359840393,0.5152156419239043,1012.0139215698208,3,991.5743153972716
ANKRUSDT,2024-11,-23.076991267028717,-2.200000000000002,STOP_LOSS,0.03888777775391936,0.038032246643333135,1012.1487397819598,8,1981.0509234081155
CFXUSDT,2024-11,64.96263958845294,6.499999999999995,TAKE_PROFIT,0.1702340451747179,0.18129925811107456,1011.8791213154677,33,3058.2974359605623
DOTUSDT,2024-11,65.38211756442634,6.499999999999995,TAKE_PROFIT,8.398679712867736,8.944593894204138,1018.4130461748673,8,3123.6795535249885
DOTUSDT,2024-11,-23.71622464218318,-2.200000000000002,STOP_LOSS,9.145828853416443,8.94462061864128,1040.1852913238213,13,1019.1764038451345
BONKUSDT,2024-11,-23.709907060717452,-2.200000000000002,STOP_LOSS,4.7629524259536995e-05,4.658167472582718e-05,1039.9082044174297,12,2035.7906644836137
POLUSDT,2024-11,-23.713065641060783,-2.200000000000002,STOP_LOSS,0.5766152985692025,0.56392976200068,1040.046738643017,56,3052.540356181027
XLMUSDT,2024-11,4.268714273666751,0.49999999999998934,TRAILING_LOCK,0.4743948570907116,0.4767668313761651,1016.3605413492594,2,2039.9065334709685
XLMUSDT,2024-11,-23.205430129014495,-2.200000000000002,STOP_LOSS,0.46879373170137406,0.45848026960394384,1017.7820232023904,1,2016.701103341954
ATOMUSDT,2024-11,-23.17610740026885,-2.200000000000002,STOP_LOSS,8.314662325286864,8.131739754130553,1016.4959386082821,19,3010.4275329254106
XLMUSDT,2024-11,17.24252473758368,1.8000000000000016,TRAILING_LOCK,0.5260051862955093,0.5354732796488285,1002.4723684641617,4,3027.670057662994
DOTUSDT,2024-11,4.234499342647338,0.49999999999998934,TRAILING_LOCK,8.631726114463806,8.674884745036124,1008.2141292017772,6,1015.0727529225692
ALGOUSDT,2024-11,-22.981158741682794,-2.200000000000002,STOP_LOSS,0.2758551496982574,0.26978633640489574,1007.9455588457348,10,2000.4403312501595
XLMUSDT,2024-11,46.873932946908795,4.729823487759743,TRAILING_LOCK,0.5227045151352883,0.5474275160637379,1008.0798350797675,15,2053.559380936847
FILUSDT,2024-11,-22.841888510843415,-2.200000000000013,STOP_LOSS,5.522104108428955,5.400617818043518,1001.8372153878656,3,3032.9554427000244
BONKUSDT,2024-11,-13.954144528840711,-1.302001953631804,STALL_EXIT,4.594918783623143e-05,4.535092851292575e-05,1009.7051232214438,135,998.3795763728898
JASMYUSDT,2024-11,-7.982177554263945,-0.7103348274915211,STALL_EXIT,0.02535507070943713,0.0251749648116529,1009.9741624191082,143,1002.395974529812
ICPUSDT,2024-11,12.239799718604548,1.3064569436583406,TRAILING_LOCK,12.151429967880249,12.3101831684494,997.9803842192022,18,2013.0153506213064
ROSEUSDT,2024-11,-15.825547932368963,-1.4871347609785368,STALL_EXIT,0.09326864898651838,0.09188161848634481,1009.839633860674,162,3007.4333724031558
HBARUSDT,2024-11,-22.833637136633833,-2.200000000000013,STOP_LOSS,0.1365973206102848,0.1335921795568585,1001.4753130102509,7,2984.5997352665217
UNIUSDT,2024-11,-22.66027503003753,-2.200000000000002,STOP_LOSS,12.801559586334228,12.519925275434876,993.8717118437518,19,2961.9394602364846
ENSUSDT,2024-11,-22.485233725775718,-2.200000000000002,STOP_LOSS,42.29845891571045,41.367892819564815,986.194461656827,1,1952.733855915856
XRPUSDT,2024-11,59.232464024838265,6.085364718955288,MONTH_END,1.8393677866458893,1.951300024986267,986.3258402587494,134,2998.6866905355473
